film_id;title;description;release_year;language_id;rental_duration;rental_rate;length;replacement_cost;rating;last_update;special_features;fulltext
147.0;Q2hvY29sYXQgSGFycnk=;QSBBY3Rpb24tUGFja2VkIEVwaXN0bGUgb2YgYSBEZW50aXN0IEFuZCBhIE1vb3NlIHdobyBtdXN0IE1lZXQgYSBNYWQgQ293IGluIEFuY2llbnQgSmFwYW4=;2006.0;1.0;5.0;0.99;101.0;16.99;TkMtMTc=;20130526000000;e0NvbW1lbnRhcmllcywiQmVoaW5kIHRoZSBTY2VuZXMifQ==;J2FjdGlvbic6NSAnYWN0aW9uLXBhY2snOjQgJ2FuY2llbnQnOjIxICdjaG9jb2xhdCc6MSAnY293JzoxOSAnZGVudGlzdCc6MTAgJ2VwaXN0bCc6NyAnaGFycmknOjIgJ2phcGFuJzoyMiAnbWFkJzoxOCAnbWVldCc6MTYgJ21vb3MnOjEzICdtdXN0JzoxNSAncGFjayc6Ng==
663.0;UGF0aWVudCBTaXN0ZXI=;QSBFbW90aW9uYWwgRXBpc3RsZSBvZiBhIFNxdWlycmVsIEFuZCBhIFJvYm90IHdobyBtdXN0IENvbmZyb250IGEgTHVtYmVyamFjayBpbiBTb3ZpZXQgR2VvcmdpYQ==;2006.0;1.0;7.0;0.99;99.0;29.99;TkMtMTc=;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllc30=;J2NvbmZyb250JzoxNCAnZW1vdCc6NCAnZXBpc3RsJzo1ICdnZW9yZ2lhJzoxOSAnbHVtYmVyamFjayc6MTYgJ211c3QnOjEzICdwYXRpZW50JzoxICdyb2JvdCc6MTEgJ3Npc3Rlcic6MiAnc292aWV0JzoxOCAnc3F1aXJyZWwnOjg=
668.0;UGVhayBGb3JldmVy;QSBJbnNpZ2h0ZnVsIFJlZmxlY3Rpb24gb2YgYSBCb2F0IEFuZCBhIFNlY3JldCBBZ2VudCB3aG8gbXVzdCBWYW5xdWlzaCBhIEFzdHJvbmF1dCBpbiBBbiBBYmFuZG9uZWQgTWluZSBTaGFmdA==;2006.0;1.0;7.0;4.99;80.0;25.99;UEc=;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMiLCJCZWhpbmQgdGhlIFNjZW5lcyJ9;J2FiYW5kb24nOjIwICdhZ2VudCc6MTIgJ2FzdHJvbmF1dCc6MTcgJ2JvYXQnOjggJ2ZvcmV2JzoyICdpbnNpZ2h0Jzo0ICdtaW5lJzoyMSAnbXVzdCc6MTQgJ3BlYWsnOjEgJ3JlZmxlY3QnOjUgJ3NlY3JldCc6MTEgJ3NoYWZ0JzoyMiAndmFucXVpc2gnOjE1
809.0;U2xpcHBlciBGaWRlbGl0eQ==;QSBUYXV0IFJlZmxlY3Rpb24gb2YgYSBTZWNyZXQgQWdlbnQgQW5kIGEgTWFuIHdobyBtdXN0IFJlZGVlbSBhIEV4cGxvcmVyIGluIEEgTXlTUUwgQ29udmVudGlvbg==;2006.0;1.0;5.0;0.99;156.0;14.99;UEctMTM=;20130526000000;e1RyYWlsZXJzLCJEZWxldGVkIFNjZW5lcyJ9;J2FnZW50Jzo5ICdjb252ZW50JzoyMSAnZXhwbG9yJzoxNyAnZmlkZWwnOjIgJ21hbic6MTIgJ211c3QnOjE0ICdteXNxbCc6MjAgJ3JlZGVlbSc6MTUgJ3JlZmxlY3QnOjUgJ3NlY3JldCc6OCAnc2xpcHBlcic6MSAndGF1dCc6NA==
759.0;U2FsdXRlIEFwb2xsbw==;QSBBd2UtSW5zcGlyaW5nIENoYXJhY3RlciBTdHVkeSBvZiBhIEJveSBBbmQgYSBGZW1pbmlzdCB3aG8gbXVzdCBTaW5rIGEgQ3JvY29kaWxlIGluIEFuY2llbnQgQ2hpbmE=;2006.0;1.0;4.0;2.99;73.0;29.99;Ug==;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMiLCJCZWhpbmQgdGhlIFNjZW5lcyJ9;J2FuY2llbnQnOjIxICdhcG9sbG8nOjIgJ2F3ZSc6NSAnYXdlLWluc3Bpcic6NCAnYm95JzoxMSAnY2hhcmFjdCc6NyAnY2hpbmEnOjIyICdjcm9jb2RpbCc6MTkgJ2ZlbWluaXN0JzoxNCAnaW5zcGlyJzo2ICdtdXN0JzoxNiAnc2FsdXQnOjEgJ3NpbmsnOjE3ICdzdHVkaSc6OA==
283.0;RW5kaW5nIENyb3dkcw==;QSBVbmJlbGlldmVhYmxlIERpc3BsYXkgb2YgYSBEZW50aXN0IEFuZCBhIE1hZG1hbiB3aG8gbXVzdCBWYW5xdWlzaCBhIFNxdWlycmVsIGluIEJlcmxpbg==;2006.0;1.0;6.0;0.99;85.0;10.99;TkMtMTc=;20130526000000;e0NvbW1lbnRhcmllcywiQmVoaW5kIHRoZSBTY2VuZXMifQ==;J2Jlcmxpbic6MTggJ2Nyb3dkJzoyICdkZW50aXN0Jzo4ICdkaXNwbGF5Jzo1ICdlbmQnOjEgJ21hZG1hbic6MTEgJ211c3QnOjEzICdzcXVpcnJlbCc6MTYgJ3VuYmVsaWV2Jzo0ICd2YW5xdWlzaCc6MTQ=
788.0;U2hpcCBXb25kZXJsYW5k;QSBUaHJpbGxpbmcgU2FnYSBvZiBhIE1vbmtleSBBbmQgYSBGcmlzYmVlIHdobyBtdXN0IEVzY2FwZSBhIEV4cGxvcmVyIGluIFRoZSBPdXRiYWNr;2006.0;1.0;5.0;2.99;104.0;15.99;Ug==;20130526000000;e0NvbW1lbnRhcmllc30=;J2VzY2FwJzoxNCAnZXhwbG9yJzoxNiAnZnJpc2JlJzoxMSAnbW9ua2V5Jzo4ICdtdXN0JzoxMyAnb3V0YmFjayc6MTkgJ3NhZ2EnOjUgJ3NoaXAnOjEgJ3RocmlsbCc6NCAnd29uZGVybGFuZCc6Mg==
45.0;QXR0cmFjdGlvbiBOZXd0b24=;QSBBc3RvdW5kaW5nIFBhbm9yYW1hIG9mIGEgQ29tcG9zZXIgQW5kIGEgRnJpc2JlZSB3aG8gbXVzdCBSZWFjaCBhIEh1c2JhbmQgaW4gQW5jaWVudCBKYXBhbg==;2006.0;1.0;5.0;4.99;83.0;14.99;UEctMTM=;20130526000000;e1RyYWlsZXJzLCJCZWhpbmQgdGhlIFNjZW5lcyJ9;J2FuY2llbnQnOjE4ICdhc3RvdW5kJzo0ICdhdHRyYWN0JzoxICdjb21wb3MnOjggJ2ZyaXNiZSc6MTEgJ2h1c2JhbmQnOjE2ICdqYXBhbic6MTkgJ211c3QnOjEzICduZXd0b24nOjIgJ3Bhbm9yYW1hJzo1ICdyZWFjaCc6MTQ=
775.0;U2VhdHRsZSBFeHBlY2F0aW9ucw==;QSBJbnNpZ2h0ZnVsIFJlZmxlY3Rpb24gb2YgYSBDcm9jb2RpbGUgQW5kIGEgU3VtbyBXcmVzdGxlciB3aG8gbXVzdCBNZWV0IGEgVGVjaG5pY2FsIFdyaXRlciBpbiBUaGUgU2FoYXJhIERlc2VydA==;2006.0;1.0;4.0;4.99;110.0;18.99;UEctMTM=;20130526000000;e1RyYWlsZXJzfQ==;J2Nyb2NvZGlsJzo4ICdkZXNlcnQnOjIyICdleHBlYyc6MiAnaW5zaWdodCc6NCAnbWVldCc6MTUgJ211c3QnOjE0ICdyZWZsZWN0Jzo1ICdzYWhhcmEnOjIxICdzZWF0dGwnOjEgJ3N1bW8nOjExICd0ZWNobmljJzoxNyAnd3Jlc3RsZXInOjEyICd3cml0ZXInOjE4
509.0;TGFuZ3VhZ2UgQ293Ym95;QSBFcGljIFlhcm4gb2YgYSBDYXQgQW5kIGEgTWFkbWFuIHdobyBtdXN0IFZhbnF1aXNoIGEgRGVudGlzdCBpbiBBbiBBYmFuZG9uZWQgQW11c2VtZW50IFBhcms=;2006.0;1.0;5.0;0.99;78.0;26.99;TkMtMTc=;20130526000000;e1RyYWlsZXJzLCJEZWxldGVkIFNjZW5lcyJ9;J2FiYW5kb24nOjE5ICdhbXVzJzoyMCAnY2F0Jzo4ICdjb3dib3knOjIgJ2RlbnRpc3QnOjE2ICdlcGljJzo0ICdsYW5ndWFnJzoxICdtYWRtYW4nOjExICdtdXN0JzoxMyAncGFyayc6MjEgJ3ZhbnF1aXNoJzoxNCAneWFybic6NQ==
225.0;RGVzdGluYXRpb24gSmVyaw==;QSBCZWF1dGlmdWwgWWFybiBvZiBhIFRlYWNoZXIgQW5kIGEgQ2F0IHdobyBtdXN0IEJ1aWxkIGEgQ2FyIGluIEEgVS1Cb2F0;2006.0;1.0;3.0;0.99;76.0;19.99;UEctMTM=;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllcywiQmVoaW5kIHRoZSBTY2VuZXMifQ==;J2JlYXV0aSc6NCAnYm9hdCc6MjEgJ2J1aWxkJzoxNCAnY2FyJzoxNiAnY2F0JzoxMSAnZGVzdGluJzoxICdqZXJrJzoyICdtdXN0JzoxMyAndGVhY2hlcic6OCAndSc6MjAgJ3UtYm9hdCc6MTkgJ3lhcm4nOjU=
372.0;R3JhY2VsYW5kIER5bmFtaXRl;QSBUYXV0IERpc3BsYXkgb2YgYSBDYXQgQW5kIGEgR2lybCB3aG8gbXVzdCBPdmVyY29tZSBhIERhdGFiYXNlIEFkbWluaXN0cmF0b3IgaW4gTmV3IE9ybGVhbnM=;2006.0;1.0;5.0;4.99;140.0;26.99;Ug==;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllc30=;J2FkbWluaXN0cic6MTcgJ2NhdCc6OCAnZGF0YWJhcyc6MTYgJ2Rpc3BsYXknOjUgJ2R5bmFtaXQnOjIgJ2dpcmwnOjExICdncmFjZWxhbmQnOjEgJ211c3QnOjEzICduZXcnOjE5ICdvcmxlYW4nOjIwICdvdmVyY29tJzoxNCAndGF1dCc6NA==
905.0;VHJhaW5zcG90dGluZyBTdHJhbmdlcnM=;QSBGYXN0LVBhY2VkIERyYW1hIG9mIGEgUGlvbmVlciBBbmQgYSBNYWQgQ293IHdobyBtdXN0IENoYWxsZW5nZSBhIE1hZG1hbiBpbiBBbmNpZW50IEphcGFu;2006.0;1.0;7.0;4.99;132.0;10.99;UEctMTM=;20130526000000;e1RyYWlsZXJzfQ==;J2FuY2llbnQnOjIxICdjaGFsbGVuZyc6MTcgJ2Nvdyc6MTQgJ2RyYW1hJzo3ICdmYXN0Jzo1ICdmYXN0LXBhYyc6NCAnamFwYW4nOjIyICdtYWQnOjEzICdtYWRtYW4nOjE5ICdtdXN0JzoxNiAncGFjZSc6NiAncGlvbmVlcic6MTAgJ3N0cmFuZ2VyJzoyICd0cmFpbnNwb3QnOjE=
53.0;QmFuZyBLd2Fp;QSBFcGljIERyYW1hIG9mIGEgTWFkbWFuIEFuZCBhIENhdCB3aG8gbXVzdCBGYWNlIGEgQSBTaGFyayBpbiBBbiBBYmFuZG9uZWQgQW11c2VtZW50IFBhcms=;2006.0;1.0;5.0;2.99;87.0;25.99;TkMtMTc=;20130526000000;e0NvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMiLCJCZWhpbmQgdGhlIFNjZW5lcyJ9;J2FiYW5kb24nOjIwICdhbXVzJzoyMSAnYmFuZyc6MSAnY2F0JzoxMSAnZHJhbWEnOjUgJ2VwaWMnOjQgJ2ZhY2UnOjE0ICdrd2FpJzoyICdtYWRtYW4nOjggJ211c3QnOjEzICdwYXJrJzoyMiAnc2hhcmsnOjE3
2.0;QWNlIEdvbGRmaW5nZXI=;QSBBc3RvdW5kaW5nIEVwaXN0bGUgb2YgYSBEYXRhYmFzZSBBZG1pbmlzdHJhdG9yIEFuZCBhIEV4cGxvcmVyIHdobyBtdXN0IEZpbmQgYSBDYXIgaW4gQW5jaWVudCBDaGluYQ==;2006.0;1.0;3.0;4.99;48.0;12.99;Rw==;20130526000000;e1RyYWlsZXJzLCJEZWxldGVkIFNjZW5lcyJ9;J2FjZSc6MSAnYWRtaW5pc3RyJzo5ICdhbmNpZW50JzoxOSAnYXN0b3VuZCc6NCAnY2FyJzoxNyAnY2hpbmEnOjIwICdkYXRhYmFzJzo4ICdlcGlzdGwnOjUgJ2V4cGxvcic6MTIgJ2ZpbmQnOjE1ICdnb2xkZmluZyc6MiAnbXVzdCc6MTQ=
362.0;R2xvcnkgVHJhY3k=;QSBBbWF6aW5nIFNhZ2Egb2YgYSBXb21hbiBBbmQgYSBXb21hbml6ZXIgd2hvIG11c3QgRGlzY292ZXIgYSBDYXQgaW4gVGhlIEZpcnN0IE1hbm5lZCBTcGFjZSBTdGF0aW9u;2006.0;1.0;7.0;2.99;115.0;13.99;UEctMTM=;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllcywiQmVoaW5kIHRoZSBTY2VuZXMifQ==;J2FtYXonOjQgJ2NhdCc6MTYgJ2Rpc2Nvdic6MTQgJ2ZpcnN0JzoxOSAnZ2xvcmknOjEgJ21hbic6MjAgJ211c3QnOjEzICdzYWdhJzo1ICdzcGFjZSc6MjEgJ3N0YXRpb24nOjIyICd0cmFjaSc6MiAnd29tYW4nOjgsMTE=
731.0;UmlnaHQgQ3JhbmVz;QSBGYXRlZnVsIENoYXJhY3RlciBTdHVkeSBvZiBhIEJvYXQgQW5kIGEgQ2F0IHdobyBtdXN0IEZpbmQgYSBEYXRhYmFzZSBBZG1pbmlzdHJhdG9yIGluIEEgSmV0IEJvYXQ=;2006.0;1.0;7.0;4.99;153.0;29.99;UEctMTM=;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMifQ==;J2FkbWluaXN0cic6MTggJ2JvYXQnOjksMjIgJ2NhdCc6MTIgJ2NoYXJhY3QnOjUgJ2NyYW5lJzoyICdkYXRhYmFzJzoxNyAnZmF0ZSc6NCAnZmluZCc6MTUgJ2pldCc6MjEgJ211c3QnOjE0ICdyaWdodCc6MSAnc3R1ZGknOjY=
827.0;U3BpY2UgU29yb3JpdHk=;QSBGYXRlZnVsIERpc3BsYXkgb2YgYSBQaW9uZWVyIEFuZCBhIEh1bnRlciB3aG8gbXVzdCBEZWZlYXQgYSBIdXNiYW5kIGluIEFuIEFiYW5kb25lZCBNaW5lIFNoYWZ0;2006.0;1.0;5.0;4.99;141.0;22.99;TkMtMTc=;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMiLCJCZWhpbmQgdGhlIFNjZW5lcyJ9;J2FiYW5kb24nOjE5ICdkZWZlYXQnOjE0ICdkaXNwbGF5Jzo1ICdmYXRlJzo0ICdodW50ZXInOjExICdodXNiYW5kJzoxNiAnbWluZSc6MjAgJ211c3QnOjEzICdwaW9uZWVyJzo4ICdzaGFmdCc6MjEgJ3Nvcm9yJzoyICdzcGljZSc6MQ==
290.0;RXZlcnlvbmUgQ3JhZnQ=;QSBGYXRlZnVsIERpc3BsYXkgb2YgYSBXYWl0cmVzcyBBbmQgYSBEZW50aXN0IHdobyBtdXN0IFJlYWNoIGEgQnV0bGVyIGluIE5pZ2VyaWE=;2006.0;1.0;4.0;0.99;163.0;29.99;UEc=;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllc30=;J2J1dGxlcic6MTYgJ2NyYWZ0JzoyICdkZW50aXN0JzoxMSAnZGlzcGxheSc6NSAnZXZlcnlvbic6MSAnZmF0ZSc6NCAnbXVzdCc6MTMgJ25pZ2VyaWEnOjE4ICdyZWFjaCc6MTQgJ3dhaXRyZXNzJzo4
939.0;VmVydGlnbyBOb3J0aHdlc3Q=;QSBVbmJlbGlldmVhYmxlIERpc3BsYXkgb2YgYSBNYWQgU2NpZW50aXN0IEFuZCBhIE1hZCBTY2llbnRpc3Qgd2hvIG11c3QgT3V0Z3VuIGEgTWFkIENvdyBpbiBBbmNpZW50IEphcGFu;2006.0;1.0;4.0;2.99;90.0;17.99;Ug==;20130526000000;e0NvbW1lbnRhcmllcywiQmVoaW5kIHRoZSBTY2VuZXMifQ==;J2FuY2llbnQnOjIxICdjb3cnOjE5ICdkaXNwbGF5Jzo1ICdqYXBhbic6MjIgJ21hZCc6OCwxMiwxOCAnbXVzdCc6MTUgJ25vcnRod2VzdCc6MiAnb3V0Z3VuJzoxNiAnc2NpZW50aXN0Jzo5LDEzICd1bmJlbGlldic6NCAndmVydGlnbyc6MQ==
157.0;Q2xvY2t3b3JrIFBhcmFkaXNl;QSBJbnNpZ2h0ZnVsIERvY3VtZW50YXJ5IG9mIGEgVGVjaG5pY2FsIFdyaXRlciBBbmQgYSBGZW1pbmlzdCB3aG8gbXVzdCBDaGFsbGVuZ2UgYSBDYXQgaW4gQSBCYWxvb24=;2006.0;1.0;7.0;0.99;143.0;29.99;UEctMTM=;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMiLCJCZWhpbmQgdGhlIFNjZW5lcyJ9;J2JhbG9vbic6MjAgJ2NhdCc6MTcgJ2NoYWxsZW5nJzoxNSAnY2xvY2t3b3JrJzoxICdkb2N1bWVudGFyaSc6NSAnZmVtaW5pc3QnOjEyICdpbnNpZ2h0Jzo0ICdtdXN0JzoxNCAncGFyYWRpcyc6MiAndGVjaG5pYyc6OCAnd3JpdGVyJzo5
511.0;TGF3cmVuY2UgTG92ZQ==;QSBGYW5jaWZ1bCBZYXJuIG9mIGEgRGF0YWJhc2UgQWRtaW5pc3RyYXRvciBBbmQgYSBNYWQgQ293IHdobyBtdXN0IFB1cnN1ZSBhIFdvbWFuaXplciBpbiBCZXJsaW4=;2006.0;1.0;7.0;0.99;175.0;23.99;TkMtMTc=;20130526000000;e0NvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMiLCJCZWhpbmQgdGhlIFNjZW5lcyJ9;J2FkbWluaXN0cic6OSAnYmVybGluJzoyMCAnY293JzoxMyAnZGF0YWJhcyc6OCAnZmFuY2knOjQgJ2xhd3JlbmMnOjEgJ2xvdmUnOjIgJ21hZCc6MTIgJ211c3QnOjE1ICdwdXJzdSc6MTYgJ3dvbWFuJzoxOCAneWFybic6NQ==
431.0;SG9vc2llcnMgQmlyZGNhZ2U=;QSBBc3RvdW5kaW5nIERpc3BsYXkgb2YgYSBFeHBsb3JlciBBbmQgYSBCb2F0IHdobyBtdXN0IFZhbnF1aXNoIGEgQ2FyIGluIFRoZSBGaXJzdCBNYW5uZWQgU3BhY2UgU3RhdGlvbg==;2006.0;1.0;3.0;2.99;176.0;12.99;Rw==;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMifQ==;J2FzdG91bmQnOjQgJ2JpcmRjYWcnOjIgJ2JvYXQnOjExICdjYXInOjE2ICdkaXNwbGF5Jzo1ICdleHBsb3InOjggJ2ZpcnN0JzoxOSAnaG9vc2llcic6MSAnbWFuJzoyMCAnbXVzdCc6MTMgJ3NwYWNlJzoyMSAnc3RhdGlvbic6MjIgJ3ZhbnF1aXNoJzoxNA==
691.0;UG9zZWlkb24gRm9yZXZlcg==;QSBUaG91Z2h0ZnVsIEVwaXN0bGUgb2YgYSBXb21hbml6ZXIgQW5kIGEgTW9ua2V5IHdobyBtdXN0IFZhbnF1aXNoIGEgRGVudGlzdCBpbiBBIE1vbmFzdGVyeQ==;2006.0;1.0;6.0;4.99;159.0;29.99;UEctMTM=;20130526000000;e0NvbW1lbnRhcmllc30=;J2RlbnRpc3QnOjE2ICdlcGlzdGwnOjUgJ2ZvcmV2JzoyICdtb25hc3RlcmknOjE5ICdtb25rZXknOjExICdtdXN0JzoxMyAncG9zZWlkb24nOjEgJ3Rob3VnaHQnOjQgJ3ZhbnF1aXNoJzoxNCAnd29tYW4nOjg=
768.0;U2NhcmZhY2UgQmFuZw==;QSBFbW90aW9uYWwgWWFybiBvZiBhIFRlYWNoZXIgQW5kIGEgR2lybCB3aG8gbXVzdCBGaW5kIGEgVGVhY2hlciBpbiBBIEJhbG9vbiBGYWN0b3J5;2006.0;1.0;3.0;4.99;102.0;11.99;UEctMTM=;20130526000000;e0NvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMifQ==;J2JhbG9vbic6MTkgJ2JhbmcnOjIgJ2Vtb3QnOjQgJ2ZhY3RvcmknOjIwICdmaW5kJzoxNCAnZ2lybCc6MTEgJ211c3QnOjEzICdzY2FyZmFjJzoxICd0ZWFjaGVyJzo4LDE2ICd5YXJuJzo1
845.0;U3RlcG1vbSBEcmVhbQ==;QSBUb3VjaGluZyBFcGlzdGxlIG9mIGEgQ3JvY29kaWxlIEFuZCBhIFRlYWNoZXIgd2hvIG11c3QgQnVpbGQgYSBGb3JlbnNpYyBQc3ljaG9sb2dpc3QgaW4gQSBNeVNRTCBDb252ZW50aW9u;2006.0;1.0;7.0;4.99;48.0;9.99;TkMtMTc=;20130526000000;eyJEZWxldGVkIFNjZW5lcyIsIkJlaGluZCB0aGUgU2NlbmVzIn0=;J2J1aWxkJzoxNCAnY29udmVudCc6MjEgJ2Nyb2NvZGlsJzo4ICdkcmVhbSc6MiAnZXBpc3RsJzo1ICdmb3JlbnMnOjE2ICdtdXN0JzoxMyAnbXlzcWwnOjIwICdwc3ljaG9sb2dpc3QnOjE3ICdzdGVwbW9tJzoxICd0ZWFjaGVyJzoxMSAndG91Y2gnOjQ=
119.0;Q2FwZXIgTW90aW9ucw==;QSBGYXRlZnVsIFNhZ2Egb2YgYSBNb29zZSBBbmQgYSBDYXIgd2hvIG11c3QgUHVyc3VlIGEgV29tYW4gaW4gQSBNeVNRTCBDb252ZW50aW9u;2006.0;1.0;6.0;0.99;176.0;22.99;Rw==;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMifQ==;J2NhcGVyJzoxICdjYXInOjExICdjb252ZW50JzoyMCAnZmF0ZSc6NCAnbW9vcyc6OCAnbW90aW9uJzoyICdtdXN0JzoxMyAnbXlzcWwnOjE5ICdwdXJzdSc6MTQgJ3NhZ2EnOjUgJ3dvbWFuJzoxNg==
161.0;Q2x1ZSBHcmFpbA==;QSBUYXV0IFRhbGUgb2YgYSBCdXRsZXIgQW5kIGEgTWFkIFNjaWVudGlzdCB3aG8gbXVzdCBCdWlsZCBhIENyb2NvZGlsZSBpbiBBbmNpZW50IENoaW5h;2006.0;1.0;6.0;4.99;70.0;27.99;TkMtMTc=;20130526000000;e1RyYWlsZXJzLENvbW1lbnRhcmllcywiQmVoaW5kIHRoZSBTY2VuZXMifQ==;J2FuY2llbnQnOjE5ICdidWlsZCc6MTUgJ2J1dGxlcic6OCAnY2hpbmEnOjIwICdjbHVlJzoxICdjcm9jb2RpbCc6MTcgJ2dyYWlsJzoyICdtYWQnOjExICdtdXN0JzoxNCAnc2NpZW50aXN0JzoxMiAndGFsZSc6NSAndGF1dCc6NA==
338.0;RnJpc2NvIEZvcnJlc3Q=;QSBCZWF1dGlmdWwgRG9jdW1lbnRhcnkgb2YgYSBXb21hbiBBbmQgYSBQaW9uZWVyIHdobyBtdXN0IFB1cnN1ZSBhIE1hZCBTY2llbnRpc3QgaW4gQSBTaGFyayBUYW5r;2006.0;1.0;6.0;4.99;51.0;23.99;UEc=;20130526000000;e0NvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMiLCJCZWhpbmQgdGhlIFNjZW5lcyJ9;J2JlYXV0aSc6NCAnZG9jdW1lbnRhcmknOjUgJ2ZvcnJlc3QnOjIgJ2ZyaXNjbyc6MSAnbWFkJzoxNiAnbXVzdCc6MTMgJ3Bpb25lZXInOjExICdwdXJzdSc6MTQgJ3NjaWVudGlzdCc6MTcgJ3NoYXJrJzoyMCAndGFuayc6MjEgJ3dvbWFuJzo4
577.0;TWlsZSBNdWxhbg==;QSBMYWNrbHVzdHVyZSBFcGlzdGxlIG9mIGEgQ2F0IEFuZCBhIEh1c2JhbmQgd2hvIG11c3QgQ29uZnJvbnQgYSBCb3kgaW4gQSBNeVNRTCBDb252ZW50aW9u;2006.0;1.0;4.0;0.99;64.0;10.99;UEc=;20130526000000;eyJEZWxldGVkIFNjZW5lcyIsIkJlaGluZCB0aGUgU2NlbmVzIn0=;J2JveSc6MTYgJ2NhdCc6OCAnY29uZnJvbnQnOjE0ICdjb252ZW50JzoyMCAnZXBpc3RsJzo1ICdodXNiYW5kJzoxMSAnbGFja2x1c3R1cic6NCAnbWlsZSc6MSAnbXVsYW4nOjIgJ211c3QnOjEzICdteXNxbCc6MTk=
839.0;U3RhbGxpb24gU3VuZGFuY2U=;QSBGYXN0LVBhY2VkIFRhbGUgb2YgYSBDYXIgQW5kIGEgRG9nIHdobyBtdXN0IE91dGd1biBhIEEgU2hhcmsgaW4gQXVzdHJhbGlh;2006.0;1.0;5.0;0.99;130.0;23.99;UEctMTM=;20130526000000;eyJEZWxldGVkIFNjZW5lcyIsIkJlaGluZCB0aGUgU2NlbmVzIn0=;J2F1c3RyYWxpYSc6MjEgJ2Nhcic6MTAgJ2RvZyc6MTMgJ2Zhc3QnOjUgJ2Zhc3QtcGFjJzo0ICdtdXN0JzoxNSAnb3V0Z3VuJzoxNiAncGFjZSc6NiAnc2hhcmsnOjE5ICdzdGFsbGlvbic6MSAnc3VuZGFuYyc6MiAndGFsZSc6Nw==
991.0;V29yc3QgQmFuZ2Vy;QSBUaHJpbGxpbmcgRHJhbWEgb2YgYSBNYWRtYW4gQW5kIGEgRGVudGlzdCB3aG8gbXVzdCBDb25xdWVyIGEgQm95IGluIFRoZSBPdXRiYWNr;2006.0;1.0;4.0;2.99;185.0;26.99;UEc=;20130526000000;eyJEZWxldGVkIFNjZW5lcyIsIkJlaGluZCB0aGUgU2NlbmVzIn0=;J2Jhbmdlcic6MiAnYm95JzoxNiAnY29ucXVlcic6MTQgJ2RlbnRpc3QnOjExICdkcmFtYSc6NSAnbWFkbWFuJzo4ICdtdXN0JzoxMyAnb3V0YmFjayc6MTkgJ3RocmlsbCc6NCAnd29yc3QnOjE=
13.0;QWxpIEZvcmV2ZXI=;QSBBY3Rpb24tUGFja2VkIERyYW1hIG9mIGEgRGVudGlzdCBBbmQgYSBDcm9jb2RpbGUgd2hvIG11c3QgQmF0dGxlIGEgRmVtaW5pc3QgaW4gVGhlIENhbmFkaWFuIFJvY2tpZXM=;2006.0;1.0;4.0;4.99;150.0;21.99;UEc=;20130526000000;eyJEZWxldGVkIFNjZW5lcyIsIkJlaGluZCB0aGUgU2NlbmVzIn0=;J2FjdGlvbic6NSAnYWN0aW9uLXBhY2snOjQgJ2FsaSc6MSAnYmF0dGwnOjE2ICdjYW5hZGlhbic6MjEgJ2Nyb2NvZGlsJzoxMyAnZGVudGlzdCc6MTAgJ2RyYW1hJzo3ICdmZW1pbmlzdCc6MTggJ2ZvcmV2JzoyICdtdXN0JzoxNSAncGFjayc6NiAncm9ja2knOjIy
666.0;UGF5Y2hlY2sgV2FpdA==;QSBBd2UtSW5zcGlyaW5nIFJlZmxlY3Rpb24gb2YgYSBCb3kgQW5kIGEgTWFuIHdobyBtdXN0IERpc2NvdmVyIGEgTW9vc2UgaW4gVGhlIFNhaGFyYSBEZXNlcnQ=;2006.0;1.0;4.0;4.99;145.0;27.99;UEctMTM=;20130526000000;e0NvbW1lbnRhcmllcywiRGVsZXRlZCBTY2VuZXMifQ==;J2F3ZSc6NSAnYXdlLWluc3Bpcic6NCAnYm95JzoxMCAnZGVzZXJ0JzoyMiAnZGlzY292JzoxNiAnaW5zcGlyJzo2ICdtYW4nOjEzICdtb29zJzoxOCAnbXVzdCc6MTUgJ3BheWNoZWNrJzoxICdyZWZsZWN0Jzo3ICdzYWhhcmEnOjIxICd3YWl0Jzoy
